GENE_ID,GENE_SYMBOL,PATHWAY_ID,PATHWAY_NAME
hsa:7128,TNFAIP3,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:8792,TNFRSF11A,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:115650,TNFRSF13C,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:7132,TNFRSF1A,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:8600,TNFSF11,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:10673,TNFSF13B,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:8740,TNFSF14,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:8717,TRADD,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:7185,TRAF1,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:7186,TRAF2,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:7187,TRAF3,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:7188,TRAF5,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:7189,TRAF6,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:7706,TRIM25,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:7329,UBE2I,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:7412,VCAM1,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:331,XIAP,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:7535,ZAP70,hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
hsa:207,AKT1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:208,AKT2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:10000,AKT3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:226,ALDOA,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:229,ALDOB,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:230,ALDOC,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:284,ANGPT1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:285,ANGPT2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:51378,ANGPT4,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:405,ARNT,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:596,BCL2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:815,CAMK2A,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:816,CAMK2B,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:817,CAMK2D,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:818,CAMK2G,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:1026,CDKN1A,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:1027,CDKN1B,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:1387,CREBBP,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:8453,CUL2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:1536,CYBB,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:1906,EDN1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:1950,EGF,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:1956,EGFR,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:54583,EGLN1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:112398,EGLN2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:112399,EGLN3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:1977,EIF4E,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:253314,EIF4E1B,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:9470,EIF4E2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:1978,EIF4EBP1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:6923,ELOB,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:6921,ELOC,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2023,ENO1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2026,ENO2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2027,ENO3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2033,EP300,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2034,EPAS1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2056,EPO,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2064,ERBB2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2321,FLT1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2597,GAPDH,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3091,HIF1A,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3098,HK1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3099,HK2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3101,HK3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:80201,HKDC1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3162,HMOX1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3458,IFNG,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3459,IFNGR1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3460,IFNGR2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3479,IGF1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3480,IGF1R,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3569,IL6,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3570,IL6R,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3630,INS,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3643,INSR,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3939,LDHA,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:160287,LDHAL6A,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:92483,LDHAL6B,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3945,LDHB,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:3948,LDHC,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:4055,LTBR,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5604,MAP2K1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5605,MAP2K2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5594,MAPK1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5595,MAPK3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:8569,MKNK1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2872,MKNK2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:2475,MTOR,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:4790,NFKB1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:4843,NOS2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:4846,NOS3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:4878,NPPA,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:110117499,P3R3URF-PIK3R3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5160,PDHA1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5161,PDHA2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5162,PDHB,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5163,PDK1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5209,PFKFB3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5211,PFKL,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5213,PFKM,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5214,PFKP,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5230,PGK1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5232,PGK2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5290,PIK3CA,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5291,PIK3CB,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5293,PIK3CD,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5295,PIK3R1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5296,PIK3R2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:8503,PIK3R3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5335,PLCG1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5336,PLCG2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5578,PRKCA,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5579,PRKCB,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5582,PRKCG,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:9978,RBX1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5970,RELA,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:6194,RPS6,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:6198,RPS6KB1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:6199,RPS6KB2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:5054,SERPINE1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:6513,SLC2A1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:6774,STAT3,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:7010,TEK,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:7018,TF,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:7037,TFRC,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:7076,TIMP1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:7099,TLR4,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:7422,VEGFA,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:7428,VHL,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
hsa:116986,AGAP2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:207,AKT1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:208,AKT2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:10000,AKT3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:369,ARAF,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:9140,ATG12,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:472,ATM,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:10018,BCL2L11,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:604,BCL6,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:664,BNIP3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:673,BRAF,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:100533105,C8orf44-SGK3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:847,CAT,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:891,CCNB1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:9133,CCNB2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:85417,CCNB3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:595,CCND1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:894,CCND2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:901,CCNG2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1017,CDK2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1026,CDKN1A,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1027,CDKN1B,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1030,CDKN2B,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1032,CDKN2D,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1147,CHUK,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1387,CREBBP,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1454,CSNK1E,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:11067,DEPP1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1950,EGF,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1956,EGFR,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:2033,EP300,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:356,FASLG,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:26260,FBXO25,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:114907,FBXO32,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:2290,FOXG1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:2308,FOXO1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:2309,FOXO3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:4303,FOXO4,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:100132074,FOXO6,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:2538,G6PC1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:57818,G6PC2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:92579,G6PC3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:11337,GABARAP,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:23710,GABARAPL1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:11345,GABARAPL2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1647,GADD45A,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:4616,GADD45B,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:10912,GADD45G,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:2885,GRB2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:2911,GRM1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:9456,HOMER1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:9455,HOMER2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:9454,HOMER3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3265,HRAS,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3479,IGF1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3480,IGF1R,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3551,IKBKB,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3586,IL10,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3569,IL6,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3575,IL7R,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3630,INS,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3643,INSR,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3667,IRS1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:8660,IRS2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:8471,IRS4,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:10365,KLF2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3845,KRAS,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5604,MAP2K1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5605,MAP2K2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5594,MAPK1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5602,MAPK10,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5600,MAPK11,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:6300,MAPK12,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5603,MAPK13,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1432,MAPK14,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5595,MAPK3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5599,MAPK8,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5601,MAPK9,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:4193,MDM2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:51701,NLK,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:4893,NRAS,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:110117499,P3R3URF-PIK3R3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5105,PCK1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5106,PCK2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5170,PDPK1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5290,PIK3CA,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5291,PIK3CB,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5293,PIK3CD,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5295,PIK3R1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5296,PIK3R2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:8503,PIK3R3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5347,PLK1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:10769,PLK2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1263,PLK3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:10733,PLK4,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5562,PRKAA1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5563,PRKAA2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5564,PRKAB1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5565,PRKAB2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5571,PRKAG1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:51422,PRKAG2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:53632,PRKAG3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:3276,PRMT1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5728,PTEN,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5894,RAF1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5896,RAG1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5897,RAG2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:5934,RBL2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:1901,S1PR1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:8698,S1PR4,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:80854,SETD7,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:6446,SGK1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:10110,SGK2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:23678,SGK3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:23411,SIRT1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:6502,SKP2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:6517,SLC2A4,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:4088,SMAD3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:4089,SMAD4,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:6648,SOD2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:6654,SOS1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:6655,SOS2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:6774,STAT3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:6794,STK11,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:6789,STK4,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:7040,TGFB1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:7042,TGFB2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:7043,TGFB3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:7046,TGFBR1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:7048,TGFBR2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:8743,TNFSF10,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:102800317,TPTEP2-CSNK1E,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:7874,USP7,hsa04068,FoxO signaling pathway - Homo sapiens (human)
hsa:54928,BPNT2,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:801,CALM1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:805,CALM2,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:808,CALM3,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:810,CALML3,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:91860,CALML4,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:51806,CALML5,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:163688,CALML6,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:10423,CDIPT,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:1040,CDS1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:8760,CDS2,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:1606,DGKA,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:1607,DGKB,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:8527,DGKD,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:8526,DGKE,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:1608,DGKG,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:160851,DGKH,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:9162,DGKI,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:139189,DGKK,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:1609,DGKQ,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:8525,DGKZ,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3612,IMPA1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3613,IMPA2,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3628,INPP1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3631,INPP4A,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:8821,INPP4B,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3632,INPP5A,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3633,INPP5B,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3635,INPP5D,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:56623,INPP5E,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:22876,INPP5F,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3636,INPPL1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:9807,IP6K1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:51447,IP6K2,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:117283,IP6K3,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:253430,IPMK,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:64768,IPPK,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3705,ITPK1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3706,ITPKA,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3707,ITPKB,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:80271,ITPKC,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3708,ITPR1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3709,ITPR2,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:3710,ITPR3,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:4534,MTM1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:8776,MTMR1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:64419,MTMR14,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:8898,MTMR2,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:8897,MTMR3,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:9110,MTMR4,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:9107,MTMR6,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:9108,MTMR7,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:55613,MTMR8,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:4952,OCRL,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:110117499,P3R3URF-PIK3R3,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:55361,PI4K2A,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:55300,PI4K2B,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:5297,PI4KA,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:5298,PI4KB,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:5286,PIK3C2A,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:5287,PIK3C2B,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:5288,PIK3C2G,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:5289,PIK3C3,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:5290,PIK3CA,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:5291,PIK3CB,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:5293,PIK3CD,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
hsa:5295,PIK3R1,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
